station,site,date,chla_surf,diss_o_surf,ph_surf,salinity_surf,turbidity_surf,temp_surf,suspended_solids_surf,nitrates_surf,depth_bott,chla_bott,diss_o_bott,ph_bott,salinity_bott,turbidity_bott,temp_bott,suspended_solids_bott,nitrates_bott,latitude,longitude,depth_m,temp_delta
EM1,Eastern Buffer,2020-11-07,7.9,5.9,7.9,33.0,4.0,24.2,1.8,0.13,Bottom Water,5.5,6.8,7.9,32.9,3.9,24.0,2.5,0.14,22.2751,114.2555833,16,-0.1999999999999993
EM1,Eastern Buffer,2021-02-20,3.6,5.3,7.8,32.5,5.4,19.4,8.9,0.14,Bottom Water,2.4,5.5,7.8,32.6,2.6,19.2,13.0,0.1,22.2751,114.2555833,16,-0.1999999999999993
EM1,Eastern Buffer,2021-03-10,0.9,5.0,7.8,32.9,3.8,19.8,6.3,0.08,Bottom Water,1.5,5.2,7.8,33.0,3.4,19.9,7.2,0.06,22.2751,114.2555833,16,0.09999999999999787
EM1,Eastern Buffer,2021-04-09,2.3,4.7,7.5,33.6,2.7,23.3,1.2,0.05,Bottom Water,2.6,5.0,7.5,33.7,2.9,23.3,1.8,0.04,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,2021-05-10,12.0,4.8,7.6,32.5,3.5,26.1,8.2,0.12,Bottom Water,8.9,5.0,7.5,33.6,3.3,25.2,9.7,0.09,22.2751,114.2555833,16,-0.9000000000000021
EM1,Eastern Buffer,2021-06-05,17.0,5.1,7.5,30.6,3.9,26.1,2.8,0.34,Bottom Water,1.9,4.1,7.5,34.1,4.0,23.6,9.6,0.1,22.2751,114.2555833,16,-2.5
EM1,Eastern Buffer,2021-07-09,23.0,4.6,7.5,29.4,8.7,27.2,3.4,0.36,Bottom Water,6.1,3.4,7.2,33.9,4.7,24.1,4.1,0.23,22.2751,114.2555833,16,-3.099999999999998
EM1,Eastern Buffer,2021-08-13,11.0,4.9,7.3,32.9,3.7,24.7,3.5,0.16,Bottom Water,10.0,4.2,7.3,34.3,5.5,22.5,5.6,0.14,22.2751,114.2555833,16,-2.1999999999999993
EM1,Eastern Buffer,2021-09-17,4.5,5.1,7.8,31.9,8.6,27.1,3.7,0.5,Bottom Water,4.7,3.3,7.8,34.0,7.8,23.9,3.0,0.41,22.2751,114.2555833,16,-3.200000000000003
EM1,Eastern Buffer,2021-10-07,1.0,5.5,7.9,32.7,17.4,29.0,4.1,0.09,Bottom Water,1.1,5.3,7.9,32.8,8.3,29.1,5.7,0.11,22.2751,114.2555833,16,0.10000000000000142
EM1,Eastern Buffer,2021-11-12,4.6,5.9,7.6,32.8,7.8,25.0,3.3,0.26,Bottom Water,3.4,6.2,7.6,33.2,6.7,24.8,2.7,0.2,22.2751,114.2555833,16,-0.1999999999999993
EM1,Eastern Buffer,2021-12-11,1.0,6.1,7.7,33.7,6.5,21.4,9.8,0.15,Bottom Water,1.0,6.5,7.7,33.8,7.9,21.2,4.5,0.15,22.2751,114.2555833,16,-0.1999999999999993
EM1,Eastern Buffer,2022-01-07,1.6,6.1,7.6,33.7,12.7,19.8,4.5,0.15,Bottom Water,1.6,6.7,7.6,33.8,7.0,20.0,3.6,0.14,22.2751,114.2555833,16,0.1999999999999993
EM1,Eastern Buffer,2022-02-12,1.4,7.2,7.5,33.0,7.4,17.0,7.7,0.03,Bottom Water,0.7,7.3,7.5,33.1,5.4,17.1,1.1,0.02,22.2751,114.2555833,16,0.10000000000000142
EM1,Eastern Buffer,2022-03-25,0.9,6.2,7.6,32.0,5.1,19.7,2.4,0.1,Bottom Water,0.3,7.1,7.6,32.2,4.9,19.8,4.1,0.06,22.2751,114.2555833,16,0.10000000000000142
EM1,Eastern Buffer,2022-04-02,1.6,7.3,7.5,32.0,7.1,19.9,3.3,0.1,Bottom Water,0.7,6.9,7.6,32.2,5.8,20.0,1.5,0.08,22.2751,114.2555833,16,0.10000000000000142
EM1,Eastern Buffer,2022-05-18,0.7,6.1,8.1,32.6,10.5,24.4,3.1,0.08,Bottom Water,0.6,6.2,8.1,32.7,7.1,24.4,12.0,0.09,22.2751,114.2555833,16,0.0
EM1,Eastern Buffer,2022-06-17,13.0,4.4,8.0,31.9,6.5,25.4,4.4,0.26,Bottom Water,4.1,4.7,7.9,34.0,7.8,24.5,3.2,0.11,22.2751,114.2555833,16,-0.8999999999999986
EM1,Eastern Buffer,2022-07-08,3.5,6.0,7.8,25.9,7.6,27.6,2.0,0.59,Bottom Water,0.6,2.7,7.7,33.3,9.0,24.9,5.5,0.27,22.2751,114.2555833,16,-2.700000000000003
EM1,Eastern Buffer,2022-08-11,4.1,4.9,7.9,29.2,8.8,27.4,3.9,0.16,Bottom Water,2.9,5.0,7.9,29.7,10.8,27.6,9.0,0.15,22.2751,114.2555833,16,0.20000000000000284
EM1,Eastern Buffer,2022-09-17,3.1,5.3,7.3,31.9,17.6,28.9,2.7,0.29,Bottom Water,4.1,4.6,7.3,32.9,40.1,27.6,5.0,0.16,22.2751,114.2555833,16,-1.2999999999999972
EM1,Eastern Buffer,2022-10-03,0.6,4.3,7.9,31.9,4.1,28.8,3.4,0.33,Bottom Water,0.8,5.2,8.0,32.4,4.1,28.5,5.4,0.23,22.2751,114.2555833,16,-0.3000000000000007
EM1,Eastern Buffer,2022-11-07,1.0,5.3,7.2,33.1,42.8,23.3,2.2,0.16,Bottom Water,0.7,6.2,7.2,33.1,65.1,23.0,2.8,0.13,22.2751,114.2555833,16,-0.3000000000000007
EM1,Eastern Buffer,2022-12-03,0.5,6.2,8.1,32.5,4.1,23.0,5.2,0.16,Bottom Water,0.7,6.1,8.1,32.8,4.2,22.9,12.0,0.12,22.2751,114.2555833,16,-0.10000000000000142
EM2,Eastern Buffer,1986-07-07,21.0,6.9,8.3,26.5,3.7,26.3,4.0,0.12,Bottom Water,0.6,4.7,8.1,34.0,1.3,22.1,1.5,0.1,22.2622,114.2661833,21,-4.199999999999999
EM2,Eastern Buffer,1986-08-04,16.0,8.3,8.3,30.9,2.4,27.6,3.0,0.08,Bottom Water,8.8,5.0,8.1,32.5,4.9,25.1,5.0,0.19,22.2622,114.2661833,21,-2.5
EM2,Eastern Buffer,1986-09-01,7.1,3.5,7.9,31.1,3.7,29.4,5.0,0.29,Bottom Water,1.7,3.7,7.9,33.2,4.6,28.1,3.5,0.3,22.2622,114.2661833,21,-1.2999999999999972
EM2,Eastern Buffer,1986-10-10,0.2,4.0,8.2,33.0,4.5,27.1,3.5,0.3,Bottom Water,1.1,4.6,8.2,33.1,3.2,26.8,1.5,0.24,22.2622,114.2661833,21,-0.3000000000000007
EM2,Eastern Buffer,1986-11-10,1.5,6.3,8.2,33.6,3.1,23.3,2.5,0.17,Bottom Water,1.7,6.1,8.2,33.5,7.2,23.2,6.0,0.12,22.2622,114.2661833,21,-0.10000000000000142
EM2,Eastern Buffer,1986-12-08,1.3,6.9,8.2,31.7,1.8,19.2,1.0,0.15,Bottom Water,1.7,6.3,8.2,31.7,1.8,19.2,1.0,0.18,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1987-01-09,1.9,6.2,8.1,31.4,1.6,18.3,1.5,0.29,Bottom Water,5.5,7.4,8.1,31.6,2.0,17.8,1.5,0.15,22.2622,114.2661833,21,-0.5
EM2,Eastern Buffer,1987-02-09,0.6,7.4,8.2,32.3,1.0,17.2,1.0,0.25,Bottom Water,0.4,7.7,8.2,32.5,1.8,17.1,1.0,0.07,22.2622,114.2661833,21,-0.09999999999999787
EM2,Eastern Buffer,1987-03-09,0.8,5.0,7.8,32.8,1.8,19.6,1.5,0.44,Bottom Water,0.2,6.8,8.0,34.0,3.5,19.3,7.5,0.07,22.2622,114.2661833,21,-0.3000000000000007
EM2,Eastern Buffer,1987-04-02,0.2,6.5,8.0,32.5,4.5,20.5,29.0,0.16,Bottom Water,0.2,6.6,8.1,32.5,4.7,20.4,1.0,0.11,22.2622,114.2661833,21,-0.10000000000000142
EM2,Eastern Buffer,1987-05-08,1.1,5.6,7.9,32.6,1.3,22.7,2.0,0.17,Bottom Water,0.2,6.0,8.0,33.1,2.5,22.3,3.0,0.05,22.2622,114.2661833,21,-0.3999999999999986
EM2,Eastern Buffer,1987-06-08,28.0,6.7,8.1,28.6,2.5,25.2,4.0,0.07,Bottom Water,1.7,4.2,8.0,33.4,2.3,23.9,2.0,0.11,22.2622,114.2661833,21,-1.3000000000000007
EM2,Eastern Buffer,1987-07-10,19.0,4.1,8.2,26.2,5.6,27.3,10.0,0.29,Bottom Water,9.2,3.1,8.0,33.7,6.7,23.2,8.5,0.29,22.2622,114.2661833,21,-4.100000000000001
EM2,Eastern Buffer,1987-08-07,36.0,5.7,8.4,28.9,4.2,25.0,11.0,0.14,Bottom Water,1.5,3.9,8.1,33.7,7.0,22.0,10.0,0.11,22.2622,114.2661833,21,-3.0
EM2,Eastern Buffer,1987-10-09,11.0,5.3,7.8,32.7,5.5,27.4,2.5,0.26,Bottom Water,8.0,5.1,7.8,32.9,6.0,27.2,5.5,0.23,22.2622,114.2661833,21,-0.1999999999999993
EM2,Eastern Buffer,1987-11-05,5.1,5.6,8.1,33.5,6.0,24.7,1.5,0.2,Bottom Water,1.1,5.8,8.1,33.5,7.0,24.6,3.5,0.17,22.2622,114.2661833,21,-0.09999999999999787
EM2,Eastern Buffer,1987-12-07,1.3,7.0,8.2,32.8,3.7,18.2,4.5,0.08,Bottom Water,2.1,6.7,8.3,32.6,4.8,17.7,6.5,0.1,22.2622,114.2661833,21,-0.5
EM2,Eastern Buffer,1988-01-07,2.3,6.5,8.1,31.5,4.9,17.8,9.5,0.25,Bottom Water,1.5,6.9,8.2,31.6,2.1,17.7,4.5,0.24,22.2622,114.2661833,21,-0.10000000000000142
EM2,Eastern Buffer,1988-02-08,2.1,6.8,8.0,32.9,3.0,17.6,4.5,0.14,Bottom Water,1.7,7.1,8.1,33.0,4.5,17.6,6.0,0.1,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1988-03-07,2.7,6.3,8.1,32.0,2.5,14.9,12.0,0.2,Bottom Water,1.5,6.6,8.1,32.0,2.0,14.8,4.0,0.16,22.2622,114.2661833,21,-0.09999999999999964
EM2,Eastern Buffer,1988-04-11,2.7,7.7,8.3,32.9,7.1,17.0,2.0,0.03,Bottom Water,2.7,7.6,8.3,32.9,6.7,17.0,4.0,0.08,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1988-05-12,6.3,5.6,8.2,32.8,3.0,24.2,1.5,0.22,Bottom Water,1.7,5.8,8.2,34.3,3.0,22.4,4.0,0.01,22.2622,114.2661833,21,-1.8000000000000007
EM2,Eastern Buffer,1988-06-06,3.6,6.7,8.2,33.6,4.2,26.5,0.5,0.04,Bottom Water,2.5,5.5,8.2,34.0,4.2,25.8,0.5,0.07,22.2622,114.2661833,21,-0.6999999999999993
EM2,Eastern Buffer,1988-07-08,32.0,5.6,8.3,30.6,4.2,25.7,8.0,0.09,Bottom Water,0.2,5.2,8.1,34.2,5.0,22.5,4.5,0.05,22.2622,114.2661833,21,-3.1999999999999993
EM2,Eastern Buffer,1988-08-12,4.8,5.6,8.3,31.1,3.3,26.2,2.5,0.16,Bottom Water,0.6,4.0,8.2,33.8,8.9,22.3,11.0,0.12,22.2622,114.2661833,21,-3.8999999999999986
EM2,Eastern Buffer,1988-09-13,5.9,8.2,8.7,26.7,2.5,27.1,2.5,0.07,Bottom Water,14.0,4.0,8.3,34.1,4.5,22.4,2.0,0.04,22.2622,114.2661833,21,-4.700000000000003
EM2,Eastern Buffer,1988-10-07,3.6,6.0,8.4,31.9,2.4,24.6,4.0,0.13,Bottom Water,3.2,5.7,8.4,32.0,4.2,24.5,4.0,0.07,22.2622,114.2661833,21,-0.10000000000000142
EM2,Eastern Buffer,1988-11-18,0.4,4.3,8.1,31.1,3.0,21.4,2.0,0.51,Bottom Water,1.0,6.1,8.2,31.4,4.0,21.2,3.0,0.3,22.2622,114.2661833,21,-0.1999999999999993
EM2,Eastern Buffer,1988-12-12,1.1,6.2,8.3,31.1,4.8,19.1,4.0,0.25,Bottom Water,0.8,7.1,8.3,31.3,4.3,19.1,2.0,0.21,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1989-01-09,0.6,6.8,8.4,31.7,4.5,17.3,2.5,0.19,Bottom Water,0.8,7.5,8.4,31.7,5.4,17.0,4.0,0.12,22.2622,114.2661833,21,-0.3000000000000007
EM2,Eastern Buffer,1989-02-13,1.1,7.9,8.3,31.9,2.5,14.9,1.0,0.13,Bottom Water,2.0,8.0,8.3,31.9,3.4,14.8,2.0,0.13,22.2622,114.2661833,21,-0.09999999999999964
EM2,Eastern Buffer,1989-03-10,1.1,7.7,8.4,33.2,2.3,15.9,2.5,0.07,Bottom Water,0.9,7.9,8.4,33.5,2.6,16.1,3.5,0.04,22.2622,114.2661833,21,0.20000000000000107
EM2,Eastern Buffer,1989-04-10,0.5,6.2,8.2,33.3,4.1,18.3,1.0,0.13,Bottom Water,0.4,6.9,8.3,33.7,4.0,18.3,1.5,0.09,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1989-05-08,1.2,4.7,8.2,32.2,5.1,23.1,2.5,0.27,Bottom Water,2.9,5.9,8.2,32.8,5.5,22.4,2.0,0.24,22.2622,114.2661833,21,-0.7000000000000028
EM2,Eastern Buffer,1989-06-06,1.3,5.1,8.2,33.1,6.8,23.5,3.0,0.27,Bottom Water,1.1,5.5,8.2,33.1,7.3,22.9,3.5,0.22,22.2622,114.2661833,21,-0.6000000000000014
EM2,Eastern Buffer,1989-07-10,8.6,7.3,8.8,28.0,3.0,27.7,6.5,0.02,Bottom Water,13.0,6.3,8.8,30.8,3.7,25.4,3.5,0.03,22.2622,114.2661833,21,-2.3000000000000007
EM2,Eastern Buffer,1989-08-07,15.0,5.0,8.6,32.6,4.2,25.1,2.0,0.2,Bottom Water,3.8,4.2,8.6,34.0,4.4,22.4,2.5,0.14,22.2622,114.2661833,21,-2.700000000000003
EM2,Eastern Buffer,1989-09-08,3.6,6.6,8.8,30.3,1.8,28.7,1.0,0.09,Bottom Water,2.8,4.9,8.5,30.8,51.0,27.8,9.5,0.16,22.2622,114.2661833,21,-0.8999999999999986
EM2,Eastern Buffer,1989-10-10,1.3,5.7,8.6,32.5,3.9,26.7,4.5,0.1,Bottom Water,0.7,5.9,8.6,32.6,3.2,26.4,7.0,0.12,22.2622,114.2661833,21,-0.3000000000000007
EM2,Eastern Buffer,1989-11-06,2.0,5.0,8.3,32.2,4.9,25.0,2.5,0.32,Bottom Water,1.6,6.7,8.3,33.4,4.1,24.7,3.0,0.24,22.2622,114.2661833,21,-0.3000000000000007
EM2,Eastern Buffer,1989-12-08,8.8,4.5,8.3,31.6,3.5,20.3,4.0,0.37,Bottom Water,7.8,5.4,8.3,32.0,4.5,20.3,3.0,0.31,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1990-01-05,1.0,6.4,8.2,31.6,3.5,17.8,1.5,0.15,Bottom Water,1.3,6.5,8.2,31.6,4.5,17.8,2.0,0.16,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1990-02-05,0.8,7.1,8.5,31.1,2.5,15.7,2.5,0.14,Bottom Water,1.3,7.1,8.5,31.4,1.7,15.5,0.5,0.13,22.2622,114.2661833,21,-0.1999999999999993
EM2,Eastern Buffer,1990-03-05,0.3,7.5,8.6,31.3,2.3,15.9,0.5,0.13,Bottom Water,0.2,6.5,8.7,32.0,7.2,16.5,10.0,0.15,22.2622,114.2661833,21,0.5999999999999996
EM2,Eastern Buffer,1990-04-02,1.0,6.4,8.3,32.0,1.6,18.0,1.5,0.12,Bottom Water,1.1,7.2,8.4,32.2,1.9,17.6,1.5,0.07,22.2622,114.2661833,21,-0.3999999999999986
EM2,Eastern Buffer,1990-05-07,16.0,7.7,8.7,32.2,2.8,21.9,2.0,0.13,Bottom Water,15.0,6.7,8.7,32.3,2.8,21.6,1.5,0.16,22.2622,114.2661833,21,-0.29999999999999716
EM2,Eastern Buffer,1990-06-04,0.8,5.4,8.2,32.4,5.1,25.0,6.0,0.4,Bottom Water,1.1,5.5,8.3,32.5,4.4,24.8,4.0,0.26,22.2622,114.2661833,21,-0.1999999999999993
EM2,Eastern Buffer,1990-07-06,37.0,8.3,8.5,27.0,4.5,26.5,4.5,0.23,Bottom Water,5.9,5.3,8.5,34.1,5.1,22.3,7.0,0.26,22.2622,114.2661833,21,-4.199999999999999
EM2,Eastern Buffer,1990-08-06,6.4,5.4,8.4,30.9,3.3,27.1,5.5,0.14,Bottom Water,1.3,4.5,8.4,33.5,5.2,25.8,4.0,0.12,22.2622,114.2661833,21,-1.3000000000000007
EM2,Eastern Buffer,1990-09-07,11.0,6.3,8.4,32.2,3.5,28.3,0.5,0.11,Bottom Water,0.8,4.9,8.4,33.3,9.7,26.8,5.0,0.09,22.2622,114.2661833,21,-1.5
EM2,Eastern Buffer,1990-10-08,1.3,3.5,8.2,31.3,5.0,28.1,2.0,0.11,Bottom Water,1.3,5.7,8.3,32.2,4.0,27.8,1.5,0.09,22.2622,114.2661833,21,-0.3000000000000007
EM2,Eastern Buffer,1990-11-05,9.3,6.8,8.3,31.9,4.3,24.9,0.5,0.16,Bottom Water,7.7,7.7,8.4,32.3,2.9,24.8,0.5,0.02,22.2622,114.2661833,21,-0.09999999999999787
EM2,Eastern Buffer,1990-12-06,1.9,5.8,8.1,32.4,2.8,19.3,7.5,0.24,Bottom Water,2.7,7.0,8.1,32.8,7.6,19.2,4.0,0.12,22.2622,114.2661833,21,-0.10000000000000142
EM2,Eastern Buffer,1991-01-07,0.3,7.4,8.2,32.5,3.8,17.7,3.0,0.16,Bottom Water,0.3,7.4,8.2,32.5,5.1,17.7,9.5,0.08,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1991-02-08,0.3,8.5,8.2,31.3,1.5,17.1,2.5,0.33,Bottom Water,0.7,7.9,8.1,32.0,1.8,17.1,1.5,0.28,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1991-03-05,0.3,8.6,8.0,31.8,2.6,15.8,2.0,0.28,Bottom Water,0.2,8.9,8.2,32.8,3.2,16.2,3.5,0.1,22.2622,114.2661833,21,0.3999999999999986
EM2,Eastern Buffer,1991-04-09,3.5,6.5,8.0,33.1,1.5,19.7,0.5,0.23,Bottom Water,1.3,6.7,8.1,33.3,2.9,19.6,5.0,0.15,22.2622,114.2661833,21,-0.09999999999999787
EM2,Eastern Buffer,1991-05-06,0.8,6.9,8.0,33.6,3.9,23.2,2.0,0.04,Bottom Water,0.8,6.3,8.0,33.5,4.5,22.3,2.0,0.06,22.2622,114.2661833,21,-0.8999999999999986
EM2,Eastern Buffer,1991-06-03,2.7,8.3,8.3,31.8,2.0,26.6,13.0,0.16,Bottom Water,0.2,5.1,8.1,33.8,2.3,22.1,3.0,0.08,22.2622,114.2661833,21,-4.5
EM2,Eastern Buffer,1991-07-05,2.1,7.0,8.3,29.0,2.7,24.6,1.0,0.35,Bottom Water,0.5,5.0,8.1,34.1,5.1,20.5,4.0,0.15,22.2622,114.2661833,21,-4.100000000000001
EM2,Eastern Buffer,1991-08-05,1.9,7.2,8.4,28.6,3.3,24.3,4.5,0.25,Bottom Water,0.3,4.0,8.1,33.6,2.2,19.9,2.5,0.27,22.2622,114.2661833,21,-4.400000000000002
EM2,Eastern Buffer,1991-09-10,0.5,3.6,8.1,31.7,3.3,24.5,2.0,0.67,Bottom Water,0.2,4.3,8.2,32.7,4.4,23.9,6.5,0.26,22.2622,114.2661833,21,-0.6000000000000014
EM2,Eastern Buffer,1991-10-07,0.3,6.1,7.9,32.7,3.1,25.1,2.0,0.4,Bottom Water,0.2,6.5,7.9,32.8,4.5,25.1,5.5,0.34,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1991-11-04,4.8,5.5,7.8,32.5,1.9,23.9,3.5,0.46,Bottom Water,3.7,4.9,8.0,32.8,5.8,23.7,15.0,0.4,22.2622,114.2661833,21,-0.1999999999999993
EM2,Eastern Buffer,1991-12-03,0.2,8.0,8.0,31.0,3.5,21.0,4.0,0.41,Bottom Water,0.2,7.1,8.1,31.7,2.5,20.5,5.5,0.38,22.2622,114.2661833,21,-0.5
EM2,Eastern Buffer,1992-01-03,1.6,10.0,8.3,34.6,3.5,16.2,3.0,0.29,Bottom Water,0.2,10.2,8.9,34.9,4.5,16.6,3.5,0.14,22.2622,114.2661833,21,0.40000000000000213
EM2,Eastern Buffer,1992-02-14,0.2,6.4,8.1,32.1,4.1,15.7,4.5,0.11,Bottom Water,0.2,6.3,8.1,32.1,5.8,15.7,8.0,0.13,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1992-03-04,0.2,6.9,8.0,31.8,5.3,16.6,11.0,0.35,Bottom Water,0.2,7.4,8.0,32.4,7.3,16.5,15.0,0.15,22.2622,114.2661833,21,-0.10000000000000142
EM2,Eastern Buffer,1992-04-01,0.3,7.4,8.3,32.9,3.1,18.2,4.0,0.16,Bottom Water,0.3,4.9,8.1,32.6,4.7,17.9,6.0,0.14,22.2622,114.2661833,21,-0.3000000000000007
EM2,Eastern Buffer,1992-05-04,0.5,6.7,8.2,29.9,3.8,23.3,4.0,0.14,Bottom Water,1.1,5.4,8.1,31.5,7.0,22.5,5.5,0.21,22.2622,114.2661833,21,-0.8000000000000007
EM2,Eastern Buffer,1992-06-01,0.5,5.8,8.2,31.7,2.5,25.0,3.0,0.21,Bottom Water,0.5,5.8,8.2,31.6,6.4,25.0,12.0,0.19,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1992-07-03,0.5,4.8,8.2,28.2,6.5,28.3,6.0,0.29,Bottom Water,3.7,4.5,8.2,32.7,6.3,25.7,6.5,0.28,22.2622,114.2661833,21,-2.6000000000000014
EM2,Eastern Buffer,1992-08-03,1.1,6.3,8.0,32.1,3.4,26.6,3.0,0.09,Bottom Water,0.5,4.5,7.7,33.8,13.0,22.2,16.0,0.1,22.2622,114.2661833,21,-4.400000000000002
EM2,Eastern Buffer,1992-09-02,0.5,3.9,7.8,31.4,3.5,29.5,5.5,0.37,Bottom Water,0.2,4.0,7.9,32.7,30.0,27.0,46.0,0.16,22.2622,114.2661833,21,-2.5
EM2,Eastern Buffer,1992-10-02,0.5,7.2,8.0,32.3,3.4,28.5,3.5,0.68,Bottom Water,0.5,9.1,8.1,32.8,5.4,28.2,6.0,0.3,22.2622,114.2661833,21,-0.3000000000000007
EM2,Eastern Buffer,1992-11-12,0.2,6.4,8.0,33.0,4.3,21.5,2.0,0.25,Bottom Water,0.2,6.8,8.1,33.1,11.0,21.4,10.0,0.17,22.2622,114.2661833,21,-0.10000000000000142
EM2,Eastern Buffer,1993-03-08,0.4,8.1,8.2,33.3,1.4,17.0,1.5,0.09,Bottom Water,0.7,7.8,8.2,33.3,1.8,17.0,1.5,0.09,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1993-04-02,0.3,6.0,8.1,33.5,2.0,19.2,1.5,0.4,Bottom Water,0.4,7.7,8.2,33.8,2.0,18.9,1.5,0.39,22.2622,114.2661833,21,-0.3000000000000007
EM2,Eastern Buffer,1993-05-03,0.2,5.1,7.8,32.8,5.1,21.9,2.5,0.56,Bottom Water,0.4,5.6,8.1,34.0,7.7,21.4,11.0,0.31,22.2622,114.2661833,21,-0.5
EM2,Eastern Buffer,1993-06-09,0.3,4.9,7.9,32.7,2.8,23.7,1.5,0.41,Bottom Water,0.2,5.3,8.0,34.3,5.1,22.3,5.0,0.08,22.2622,114.2661833,21,-1.3999999999999986
EM2,Eastern Buffer,1993-07-12,0.6,6.6,8.4,25.9,4.2,27.8,2.5,0.46,Bottom Water,0.6,2.8,8.0,34.2,22.9,23.5,20.0,0.22,22.2622,114.2661833,21,-4.300000000000001
EM2,Eastern Buffer,1993-08-09,0.5,6.9,8.1,32.5,2.7,23.7,3.5,0.4,Bottom Water,0.3,3.8,8.1,34.3,4.5,21.3,9.5,0.22,22.2622,114.2661833,21,-2.3999999999999986
EM2,Eastern Buffer,1993-09-02,1.0,5.4,8.2,31.8,2.7,27.3,5.0,0.42,Bottom Water,0.6,5.2,8.3,32.6,5.8,26.4,7.0,0.21,22.2622,114.2661833,21,-0.9000000000000021
EM2,Eastern Buffer,1993-10-04,0.4,6.6,8.2,32.2,3.8,26.9,5.8,0.08,Bottom Water,0.3,6.5,8.3,32.4,5.1,26.8,6.8,0.1,22.2622,114.2661833,21,-0.09999999999999787
EM2,Eastern Buffer,1993-11-01,1.3,6.6,8.3,32.8,3.8,24.0,7.9,0.14,Bottom Water,1.4,6.7,8.3,32.9,4.7,24.1,9.5,0.18,22.2622,114.2661833,21,0.10000000000000142
EM2,Eastern Buffer,1993-12-01,1.0,7.4,8.2,32.6,2.8,21.5,4.3,0.17,Bottom Water,0.9,7.0,8.3,32.8,5.8,21.3,4.5,0.15,22.2622,114.2661833,21,-0.1999999999999993
EM2,Eastern Buffer,1994-01-03,0.4,6.3,8.2,31.0,2.5,17.8,2.4,0.38,Bottom Water,0.2,6.3,8.2,31.0,2.5,17.5,3.3,0.35,22.2622,114.2661833,21,-0.3000000000000007
EM2,Eastern Buffer,1994-01-31,0.5,8.0,8.3,31.9,3.4,16.8,4.9,0.14,Bottom Water,0.7,7.8,8.3,32.1,5.3,16.6,4.0,0.11,22.2622,114.2661833,21,-0.1999999999999993
EM2,Eastern Buffer,1994-03-02,0.5,6.9,8.4,33.1,2.7,17.1,4.7,0.15,Bottom Water,0.4,7.2,8.4,33.3,3.8,17.2,5.0,0.14,22.2622,114.2661833,21,0.09999999999999787
EM2,Eastern Buffer,1994-03-31,0.4,5.8,8.1,33.5,4.1,18.6,7.1,0.18,Bottom Water,0.2,6.1,8.1,33.6,3.6,18.6,8.5,0.15,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1994-05-02,2.5,4.8,8.1,32.9,2.3,24.9,3.3,0.25,Bottom Water,1.3,5.3,8.2,34.2,9.9,23.2,5.0,0.09,22.2622,114.2661833,21,-1.6999999999999993
EM2,Eastern Buffer,1994-06-01,0.6,5.5,8.4,32.2,2.4,26.9,1.3,0.09,Bottom Water,0.9,5.5,8.4,32.6,4.1,26.8,1.2,0.07,22.2622,114.2661833,21,-0.09999999999999787
EM2,Eastern Buffer,1994-07-04,9.5,5.0,8.2,26.4,3.1,27.8,2.2,0.29,Bottom Water,9.1,2.4,7.9,32.6,4.7,24.7,2.7,0.31,22.2622,114.2661833,21,-3.1000000000000014
EM2,Eastern Buffer,1994-08-03,20.0,7.1,8.3,23.2,2.9,28.4,3.6,0.39,Bottom Water,5.4,3.1,8.0,33.3,6.2,23.6,2.4,0.27,22.2622,114.2661833,21,-4.799999999999997
EM2,Eastern Buffer,1994-09-05,2.7,4.3,8.0,31.1,4.0,28.1,4.7,0.27,Bottom Water,2.1,4.6,7.5,31.7,5.7,27.6,7.2,0.26,22.2622,114.2661833,21,-0.5
EM2,Eastern Buffer,1994-10-03,4.1,6.5,8.1,31.9,5.1,27.6,5.4,0.37,Bottom Water,3.6,6.2,8.2,32.1,6.8,27.4,4.6,0.33,22.2622,114.2661833,21,-0.20000000000000284
EM2,Eastern Buffer,1994-11-03,1.2,5.4,8.5,32.5,2.8,24.3,4.4,0.28,Bottom Water,0.7,5.5,8.5,32.7,7.7,24.2,5.8,0.21,22.2622,114.2661833,21,-0.10000000000000142
EM2,Eastern Buffer,1994-12-01,1.8,6.2,8.1,32.8,1.5,23.2,2.4,0.25,Bottom Water,1.1,6.2,8.1,32.9,4.0,23.1,5.5,0.15,22.2622,114.2661833,21,-0.09999999999999787
EM2,Eastern Buffer,1995-01-04,0.6,6.8,8.0,33.1,2.5,19.2,4.2,0.16,Bottom Water,0.6,6.5,8.0,33.3,2.9,19.2,3.8,0.13,22.2622,114.2661833,21,0.0
