station,site,date,chla_surf,diss_o_surf,ph_surf,salinity_surf,turbidity_surf,temp_surf,suspended_solids_surf,nitrates_surf,depth_bott,chla_bott,diss_o_bott,ph_bott,salinity_bott,turbidity_bott,temp_bott,suspended_solids_bott,nitrates_bott,latitude,longitude,depth_m,temp_delta
EM2,Eastern Buffer,1995-02-08,0.9,7.1,8.2,32.2,1.0,15.8,12.0,0.14,Bottom Water,0.9,7.1,8.2,32.3,1.7,15.6,10.0,0.16,22.2622,114.2661833,21,-0.20000000000000107
EM2,Eastern Buffer,1995-03-06,1.8,8.4,8.2,32.1,2.6,15.1,10.0,0.15,Bottom Water,0.7,8.2,8.2,32.2,4.2,15.1,13.0,0.14,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1995-04-03,0.4,7.5,8.1,32.9,1.9,17.1,3.1,0.11,Bottom Water,0.2,7.7,8.1,32.9,3.7,17.1,5.9,0.09,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1995-05-01,6.1,6.0,8.0,32.5,0.7,22.8,2.7,0.36,Bottom Water,3.5,6.7,8.1,33.3,10.3,21.5,12.0,0.07,22.2622,114.2661833,21,-1.3000000000000007
EM2,Eastern Buffer,1995-06-05,7.4,5.4,8.0,33.3,1.0,27.1,3.3,0.25,Bottom Water,1.9,5.3,8.0,34.2,7.4,25.7,5.9,0.07,22.2622,114.2661833,21,-1.4000000000000021
EM2,Eastern Buffer,1995-07-03,1.2,4.6,8.0,31.5,2.9,23.9,2.8,0.25,Bottom Water,0.9,4.8,8.0,34.4,4.1,21.8,5.9,0.12,22.2622,114.2661833,21,-2.099999999999998
EM2,Eastern Buffer,1995-08-03,0.9,6.5,7.9,30.8,0.7,24.9,1.6,0.29,Bottom Water,1.0,5.0,8.0,33.7,5.5,23.1,2.4,0.14,22.2622,114.2661833,21,-1.7999999999999972
EM2,Eastern Buffer,1995-09-06,7.6,4.8,8.0,29.6,1.7,27.8,3.6,0.35,Bottom Water,2.2,4.3,8.0,32.4,4.3,26.1,5.6,0.32,22.2622,114.2661833,21,-1.6999999999999993
EM2,Eastern Buffer,1995-10-02,1.3,5.8,8.1,32.5,8.3,27.2,14.0,0.02,Bottom Water,1.1,5.6,8.1,32.6,54.3,27.2,20.0,0.04,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1995-11-02,3.0,6.0,8.2,32.9,3.8,25.1,2.1,0.24,Bottom Water,3.2,6.3,8.3,33.2,3.9,24.9,2.4,0.17,22.2622,114.2661833,21,-0.20000000000000284
EM2,Eastern Buffer,1995-12-01,1.9,6.5,8.3,33.6,4.1,21.4,2.8,0.17,Bottom Water,1.1,6.8,8.4,33.7,6.5,21.2,2.4,0.17,22.2622,114.2661833,21,-0.1999999999999993
EM2,Eastern Buffer,1996-01-02,0.8,5.8,8.3,33.6,3.7,18.2,1.5,0.34,Bottom Water,0.6,6.0,8.4,33.9,4.1,18.3,1.8,0.25,22.2622,114.2661833,21,0.10000000000000142
EM2,Eastern Buffer,1996-02-01,1.1,5.4,8.4,34.4,4.3,19.8,2.3,0.05,Bottom Water,1.0,5.5,8.4,34.4,4.6,19.7,4.0,0.06,22.2622,114.2661833,21,-0.10000000000000142
EM2,Eastern Buffer,1996-03-05,0.6,6.0,8.1,34.4,2.5,17.7,1.4,0.07,Bottom Water,0.4,6.2,8.1,34.3,4.7,17.4,4.1,0.09,22.2622,114.2661833,21,-0.3000000000000007
EM2,Eastern Buffer,1996-04-01,1.8,5.5,8.0,33.9,3.3,20.7,3.0,0.18,Bottom Water,1.5,6.4,8.1,34.3,5.6,20.6,3.1,0.17,22.2622,114.2661833,21,-0.09999999999999787
EM2,Eastern Buffer,1996-05-01,0.5,5.3,8.0,32.6,4.9,21.9,5.3,0.38,Bottom Water,0.7,6.6,8.2,33.9,9.5,21.0,6.0,0.3,22.2622,114.2661833,21,-0.8999999999999986
EM2,Eastern Buffer,1996-07-01,14.0,5.3,7.9,28.6,2.5,25.7,4.9,0.31,Bottom Water,4.3,4.7,7.9,34.2,3.6,23.3,6.2,0.29,22.2622,114.2661833,21,-2.3999999999999986
EM2,Eastern Buffer,1996-08-01,9.9,5.5,7.9,32.2,1.5,25.9,2.9,0.17,Bottom Water,2.6,4.9,7.9,34.3,3.8,23.5,3.9,0.14,22.2622,114.2661833,21,-2.3999999999999986
EM2,Eastern Buffer,1996-09-02,2.2,6.3,7.8,33.1,1.6,24.8,3.4,0.17,Bottom Water,0.4,3.6,7.8,34.4,3.7,23.0,6.2,0.1,22.2622,114.2661833,21,-1.8000000000000007
EM2,Eastern Buffer,1996-10-02,2.7,7.0,8.2,31.5,0.8,28.2,2.2,0.06,Bottom Water,1.2,5.6,8.1,32.5,1.9,28.0,3.1,0.15,22.2622,114.2661833,21,-0.1999999999999993
EM2,Eastern Buffer,1996-11-01,0.9,4.6,7.8,32.8,2.1,26.5,2.8,0.36,Bottom Water,0.9,5.2,8.0,33.5,3.0,25.9,2.6,0.29,22.2622,114.2661833,21,-0.6000000000000014
EM2,Eastern Buffer,1996-12-02,1.4,7.5,7.8,32.5,2.3,21.4,5.0,0.08,Bottom Water,1.7,7.2,7.9,32.5,2.8,21.4,6.3,0.09,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1997-01-02,1.4,6.4,7.7,31.5,1.2,19.1,1.4,0.34,Bottom Water,1.8,5.6,7.8,31.6,0.7,19.1,1.0,0.36,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1997-02-10,1.4,8.0,8.1,31.9,0.8,16.8,2.4,0.31,Bottom Water,1.2,7.4,8.1,32.3,1.8,17.3,3.7,0.33,22.2622,114.2661833,21,0.5
EM2,Eastern Buffer,1997-03-04,1.8,7.0,8.2,31.9,2.8,16.7,1.4,0.1,Bottom Water,3.8,8.2,8.2,32.1,5.8,16.6,1.8,0.09,22.2622,114.2661833,21,-0.09999999999999787
EM2,Eastern Buffer,1997-04-02,3.5,5.7,8.0,32.6,4.4,19.8,2.2,0.16,Bottom Water,1.9,5.9,8.1,33.3,5.3,19.5,1.7,0.07,22.2622,114.2661833,21,-0.3000000000000007
EM2,Eastern Buffer,1997-05-01,1.8,4.8,7.5,32.8,4.9,22.9,3.4,0.33,Bottom Water,1.8,5.6,7.7,33.7,6.5,22.3,3.3,0.3,22.2622,114.2661833,21,-0.5999999999999979
EM2,Eastern Buffer,1997-06-02,2.4,4.0,7.6,29.5,4.7,26.0,1.9,0.45,Bottom Water,2.3,3.7,7.6,32.5,5.0,24.4,3.4,0.38,22.2622,114.2661833,21,-1.6000000000000014
EM2,Eastern Buffer,1997-07-18,1.2,6.2,8.4,21.5,1.0,26.1,0.9,0.39,Bottom Water,1.8,4.2,8.2,33.6,2.7,22.1,1.1,0.35,22.2622,114.2661833,21,-4.0
EM2,Eastern Buffer,1997-09-08,9.2,6.7,7.8,30.6,1.2,25.4,4.0,0.25,Bottom Water,4.3,4.0,7.8,34.3,2.3,22.3,3.3,0.2,22.2622,114.2661833,21,-3.099999999999998
EM2,Eastern Buffer,1997-10-06,1.1,5.2,8.0,30.7,1.0,27.0,1.7,0.24,Bottom Water,1.1,6.9,8.1,32.2,3.1,26.7,2.3,0.25,22.2622,114.2661833,21,-0.3000000000000007
EM2,Eastern Buffer,1997-11-03,1.8,5.2,8.1,32.0,4.3,25.5,3.9,0.22,Bottom Water,1.2,5.5,8.1,32.2,5.6,25.3,5.5,0.23,22.2622,114.2661833,21,-0.1999999999999993
EM2,Eastern Buffer,1997-12-03,1.6,7.1,8.0,35.0,3.4,22.4,7.0,0.09,Bottom Water,1.2,6.1,7.9,33.9,5.3,23.1,7.0,0.12,22.2622,114.2661833,21,0.7000000000000028
EM2,Eastern Buffer,1998-01-05,3.0,5.2,8.1,32.0,4.3,25.5,2.2,0.17,Bottom Water,3.2,5.4,8.1,32.2,5.3,25.3,2.4,0.17,22.2622,114.2661833,21,-0.1999999999999993
EM2,Eastern Buffer,1998-02-02,1.6,7.4,7.9,33.5,3.5,17.2,2.6,0.14,Bottom Water,1.2,7.2,7.9,33.4,6.1,17.1,5.0,0.16,22.2622,114.2661833,21,-0.09999999999999787
EM2,Eastern Buffer,1998-03-02,1.2,8.4,8.2,32.1,5.0,16.2,3.4,0.15,Bottom Water,1.4,8.9,8.3,32.2,5.2,16.1,4.6,0.18,22.2622,114.2661833,21,-0.09999999999999787
EM2,Eastern Buffer,1998-04-02,2.4,7.1,7.9,31.9,2.8,19.6,1.4,0.26,Bottom Water,0.7,7.8,7.9,32.9,3.1,19.2,1.0,0.23,22.2622,114.2661833,21,-0.40000000000000213
EM2,Eastern Buffer,1998-05-01,1.0,4.5,8.0,32.0,3.2,24.8,1.6,0.21,Bottom Water,1.2,5.0,8.0,33.0,5.2,24.1,1.7,0.2,22.2622,114.2661833,21,-0.6999999999999993
EM2,Eastern Buffer,1998-06-01,2.0,5.9,8.1,31.7,3.4,27.2,7.6,0.16,Bottom Water,1.6,6.3,8.2,32.5,4.4,27.1,2.6,0.06,22.2622,114.2661833,21,-0.09999999999999787
EM2,Eastern Buffer,1998-07-06,7.3,3.5,8.2,20.1,3.2,26.4,2.8,0.42,Bottom Water,0.9,1.7,8.1,34.2,5.7,22.8,4.0,0.23,22.2622,114.2661833,21,-3.599999999999998
EM2,Eastern Buffer,1998-08-06,11.0,5.0,7.8,24.5,14.2,26.8,3.2,0.22,Bottom Water,1.9,2.0,7.9,34.0,5.6,23.0,3.2,0.22,22.2622,114.2661833,21,-3.8000000000000007
EM2,Eastern Buffer,1998-09-02,3.8,5.2,8.0,31.0,2.2,26.3,0.9,0.3,Bottom Water,3.6,3.1,8.0,34.4,5.1,23.3,1.0,0.31,22.2622,114.2661833,21,-3.0
EM2,Eastern Buffer,1998-10-12,0.9,2.6,8.0,32.6,4.0,27.3,2.5,0.25,Bottom Water,1.1,3.1,8.0,32.7,5.3,27.0,2.8,0.24,22.2622,114.2661833,21,-0.3000000000000007
EM2,Eastern Buffer,1998-11-13,8.4,7.6,8.3,30.7,2.2,24.0,1.1,0.16,Bottom Water,3.8,6.5,8.2,30.7,3.3,24.0,1.5,0.18,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1998-12-02,0.4,4.5,8.0,30.1,2.1,22.9,1.8,0.53,Bottom Water,1.1,5.7,8.1,30.2,4.9,22.6,2.5,0.55,22.2622,114.2661833,21,-0.29999999999999716
EM2,Eastern Buffer,1999-01-13,1.9,6.1,8.4,31.4,3.5,17.4,2.2,0.17,Bottom Water,2.6,6.1,8.4,31.5,6.4,17.6,2.2,0.16,22.2622,114.2661833,21,0.20000000000000284
EM2,Eastern Buffer,1999-02-02,2.3,5.9,8.1,31.7,2.8,17.9,1.5,0.26,Bottom Water,2.6,6.2,8.2,31.9,2.9,17.6,1.3,0.21,22.2622,114.2661833,21,-0.29999999999999716
EM2,Eastern Buffer,1999-03-10,1.5,7.8,8.2,33.5,3.3,20.4,1.7,0.05,Bottom Water,1.5,7.8,8.2,33.6,4.4,20.5,3.7,0.03,22.2622,114.2661833,21,0.10000000000000142
EM2,Eastern Buffer,1999-04-09,4.5,5.3,8.0,33.9,3.2,22.5,3.5,0.29,Bottom Water,3.5,5.5,8.1,34.1,6.9,22.5,1.8,0.15,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1999-05-06,3.0,5.3,8.1,33.7,4.1,23.5,2.9,0.07,Bottom Water,3.8,6.1,8.1,33.9,6.1,23.5,2.7,0.05,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,1999-06-02,2.3,4.4,7.9,32.2,6.0,26.6,2.6,0.3,Bottom Water,1.3,5.4,8.1,33.6,8.8,25.2,4.9,0.06,22.2622,114.2661833,21,-1.4000000000000021
EM2,Eastern Buffer,1999-07-07,20.0,3.8,7.9,30.7,9.6,24.4,3.3,0.29,Bottom Water,3.5,3.3,7.9,34.4,15.1,22.4,2.8,0.16,22.2622,114.2661833,21,-2.0
EM2,Eastern Buffer,1999-08-09,9.6,4.4,8.3,29.6,6.2,28.1,2.9,0.37,Bottom Water,5.4,2.4,8.3,32.0,7.7,26.5,8.3,0.28,22.2622,114.2661833,21,-1.6000000000000014
EM2,Eastern Buffer,1999-09-03,4.8,3.5,8.0,30.2,5.4,25.8,1.4,0.36,Bottom Water,1.1,3.9,8.2,34.1,10.1,23.1,4.6,0.11,22.2622,114.2661833,21,-2.6999999999999993
EM2,Eastern Buffer,1999-10-04,0.4,4.4,8.4,31.5,6.6,27.4,2.8,0.15,Bottom Water,0.2,4.8,8.5,31.6,7.0,27.3,3.4,0.12,22.2622,114.2661833,21,-0.09999999999999787
EM2,Eastern Buffer,1999-11-01,1.6,5.3,7.8,31.8,7.1,25.8,4.1,0.34,Bottom Water,2.1,5.5,7.9,32.0,10.7,25.7,13.0,0.23,22.2622,114.2661833,21,-0.10000000000000142
EM2,Eastern Buffer,1999-12-01,3.6,5.3,7.7,31.2,5.8,22.0,2.5,0.31,Bottom Water,1.7,6.4,7.8,31.3,7.2,21.8,3.7,0.19,22.2622,114.2661833,21,-0.1999999999999993
EM2,Eastern Buffer,2000-01-03,7.4,6.8,7.8,30.7,5.3,17.1,2.4,0.3,Bottom Water,1.7,7.0,7.8,31.9,6.7,17.1,3.2,0.15,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,2000-02-10,1.1,7.7,8.0,31.6,6.3,15.3,1.9,0.14,Bottom Water,1.6,7.6,8.0,31.6,7.3,15.4,4.8,0.14,22.2622,114.2661833,21,0.09999999999999964
EM2,Eastern Buffer,2000-03-01,0.3,7.6,7.9,30.9,5.8,14.6,2.5,0.27,Bottom Water,0.3,7.5,8.0,31.2,11.2,14.7,9.7,0.19,22.2622,114.2661833,21,0.09999999999999964
EM2,Eastern Buffer,2000-04-06,2.6,7.4,8.1,31.5,5.5,19.6,2.1,0.06,Bottom Water,2.3,7.0,8.0,32.0,8.9,19.5,7.5,0.13,22.2622,114.2661833,21,-0.10000000000000142
EM2,Eastern Buffer,2000-05-03,1.2,5.1,8.0,31.8,5.4,23.4,1.8,0.28,Bottom Water,0.6,6.1,8.1,33.2,9.3,23.2,6.8,0.07,22.2622,114.2661833,21,-0.1999999999999993
EM2,Eastern Buffer,2000-06-02,5.0,4.5,8.1,30.6,6.3,27.3,3.4,0.28,Bottom Water,3.0,4.5,8.1,33.1,9.1,25.4,7.0,0.12,22.2622,114.2661833,21,-1.9000000000000021
EM2,Eastern Buffer,2000-07-03,8.4,5.5,8.0,29.7,5.7,26.4,2.3,0.24,Bottom Water,1.2,3.9,7.9,33.8,14.9,22.5,18.0,0.17,22.2622,114.2661833,21,-3.8999999999999986
EM2,Eastern Buffer,2000-08-02,0.6,4.4,7.9,31.5,5.9,24.4,2.0,0.28,Bottom Water,0.4,4.7,8.0,34.1,10.0,22.8,4.9,0.08,22.2622,114.2661833,21,-1.5999999999999979
EM2,Eastern Buffer,2000-09-04,1.9,4.4,8.2,31.4,13.9,26.9,1.3,0.3,Bottom Water,1.4,4.1,8.2,32.4,13.3,26.0,1.8,0.26,22.2622,114.2661833,21,-0.8999999999999986
EM2,Eastern Buffer,2000-10-04,3.5,5.2,8.3,31.6,14.1,28.5,3.0,0.34,Bottom Water,1.0,6.3,8.5,33.2,19.7,27.5,3.6,0.1,22.2622,114.2661833,21,-1.0
EM2,Eastern Buffer,2000-11-14,1.2,5.2,7.8,32.7,6.5,23.2,2.4,0.19,Bottom Water,1.8,5.8,7.8,32.8,7.6,23.1,3.9,0.16,22.2622,114.2661833,21,-0.09999999999999787
EM2,Eastern Buffer,2000-12-01,2.9,5.6,7.8,32.5,5.8,22.0,1.7,0.26,Bottom Water,3.5,6.5,7.8,32.6,6.9,21.8,2.7,0.18,22.2622,114.2661833,21,-0.1999999999999993
EM2,Eastern Buffer,2001-01-03,3.6,7.5,7.8,31.3,5.6,19.0,2.0,0.31,Bottom Water,2.5,7.6,8.0,31.3,7.5,18.9,4.9,0.22,22.2622,114.2661833,21,-0.10000000000000142
EM2,Eastern Buffer,2001-02-01,0.6,5.3,8.2,31.8,6.9,16.7,2.0,0.35,Bottom Water,0.4,6.8,8.3,32.0,11.9,16.5,5.6,0.18,22.2622,114.2661833,21,-0.1999999999999993
EM2,Eastern Buffer,2001-03-01,2.4,5.5,8.6,32.4,7.9,17.5,2.9,0.16,Bottom Water,3.2,7.5,8.6,32.7,7.5,17.4,3.0,0.13,22.2622,114.2661833,21,-0.10000000000000142
EM2,Eastern Buffer,2001-04-02,1.4,5.5,8.2,33.6,6.8,20.4,1.2,0.12,Bottom Water,0.8,7.1,8.3,34.3,9.1,20.6,2.0,0.05,22.2622,114.2661833,21,0.20000000000000284
EM2,Eastern Buffer,2001-05-03,5.7,5.4,8.2,33.0,5.8,23.3,1.1,0.25,Bottom Water,2.8,6.5,8.3,33.5,7.1,23.2,2.3,0.08,22.2622,114.2661833,21,-0.10000000000000142
EM2,Eastern Buffer,2001-06-01,2.0,5.8,8.4,30.9,5.3,27.7,2.6,0.14,Bottom Water,0.9,5.7,8.3,31.4,7.7,27.5,3.9,0.12,22.2622,114.2661833,21,-0.1999999999999993
EM2,Eastern Buffer,2001-07-04,2.6,5.0,8.7,27.3,6.3,27.4,2.6,0.31,Bottom Water,1.3,5.7,8.8,30.5,7.8,27.5,3.6,0.11,22.2622,114.2661833,21,0.10000000000000142
EM2,Eastern Buffer,2001-08-10,9.5,8.0,8.6,26.2,5.9,28.9,2.3,0.09,Bottom Water,0.7,3.0,8.1,33.8,9.2,23.0,5.9,0.13,22.2622,114.2661833,21,-5.899999999999999
EM2,Eastern Buffer,2001-09-06,0.2,4.2,8.1,30.6,6.3,27.4,1.5,0.22,Bottom Water,0.2,5.2,8.2,32.9,13.4,27.4,1.2,0.1,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,2001-10-03,1.8,5.0,8.5,31.6,6.7,28.3,2.7,0.08,Bottom Water,2.0,5.3,8.5,31.6,7.5,28.2,2.7,0.05,22.2622,114.2661833,21,-0.10000000000000142
EM2,Eastern Buffer,2001-11-01,11.0,5.5,8.2,31.9,7.3,26.0,3.7,0.17,Bottom Water,9.4,5.8,8.2,32.2,13.5,25.7,6.7,0.08,22.2622,114.2661833,21,-0.3000000000000007
EM2,Eastern Buffer,2001-12-03,3.0,5.1,8.2,32.1,6.8,21.5,3.2,0.18,Bottom Water,1.4,5.5,8.2,32.2,10.6,21.3,4.8,0.09,22.2622,114.2661833,21,-0.1999999999999993
EM2,Eastern Buffer,2002-01-02,0.7,6.7,8.0,32.8,12.4,17.4,1.9,0.2,Bottom Water,0.5,8.3,8.1,33.3,14.2,17.5,3.3,0.1,22.2622,114.2661833,21,0.10000000000000142
EM2,Eastern Buffer,2002-02-18,2.6,8.1,8.1,33.1,15.6,17.6,1.4,0.06,Bottom Water,2.2,8.1,8.1,33.1,15.3,17.5,1.9,0.06,22.2622,114.2661833,21,-0.10000000000000142
EM2,Eastern Buffer,2002-03-18,1.9,6.1,8.1,33.7,6.0,20.9,2.0,0.13,Bottom Water,1.2,6.8,8.1,33.8,5.7,20.9,1.7,0.12,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,2002-04-15,2.1,6.9,8.2,33.4,5.9,22.9,1.8,0.1,Bottom Water,2.5,7.1,8.2,33.8,7.8,22.5,4.9,0.03,22.2622,114.2661833,21,-0.3999999999999986
EM2,Eastern Buffer,2002-05-15,1.0,4.5,7.9,33.0,8.3,26.9,5.2,0.28,Bottom Water,1.0,4.8,7.9,33.4,10.1,26.8,6.8,0.16,22.2622,114.2661833,21,-0.09999999999999787
EM2,Eastern Buffer,2002-06-17,7.0,5.4,7.8,28.5,7.8,27.5,3.9,0.61,Bottom Water,1.0,4.9,7.8,34.2,9.6,23.4,5.3,0.18,22.2622,114.2661833,21,-4.100000000000001
EM2,Eastern Buffer,2002-07-15,7.4,7.4,7.9,31.7,7.3,27.4,4.3,0.03,Bottom Water,2.8,5.1,7.9,33.3,11.2,24.2,6.9,0.12,22.2622,114.2661833,21,-3.1999999999999993
EM2,Eastern Buffer,2002-08-21,0.9,4.5,8.0,28.9,14.9,27.6,5.7,0.34,Bottom Water,1.3,5.2,8.1,29.9,16.0,27.6,6.9,0.2,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,2002-09-23,1.3,4.8,8.1,30.4,9.3,27.5,5.6,0.14,Bottom Water,0.9,5.6,8.1,31.1,10.3,27.5,7.2,0.09,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,2002-10-23,0.4,5.8,8.3,32.1,6.5,26.4,1.0,0.04,Bottom Water,1.0,5.7,8.2,32.3,10.6,26.5,6.2,0.1,22.2622,114.2661833,21,0.10000000000000142
EM2,Eastern Buffer,2002-11-21,0.3,6.5,7.9,33.4,12.8,22.5,4.3,0.11,Bottom Water,1.4,6.9,7.9,33.4,13.2,22.5,4.8,0.1,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,2002-12-23,1.7,8.0,8.1,33.9,13.0,19.7,2.8,0.08,Bottom Water,1.4,8.6,8.1,34.1,14.2,19.6,2.8,0.05,22.2622,114.2661833,21,-0.09999999999999787
EM2,Eastern Buffer,2003-01-02,1.8,7.1,7.9,32.9,8.3,18.6,2.7,0.03,Bottom Water,1.8,6.4,7.9,32.9,9.8,18.6,3.3,0.03,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,2003-02-14,0.6,8.1,8.3,32.8,9.8,16.9,0.9,0.03,Bottom Water,0.9,8.3,8.3,32.8,9.1,16.8,1.1,0.04,22.2622,114.2661833,21,-0.09999999999999787
EM2,Eastern Buffer,2003-03-21,0.6,6.6,8.1,33.8,7.3,18.8,2.5,0.07,Bottom Water,0.6,6.6,8.1,33.8,9.3,18.8,5.6,0.04,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,2003-04-02,1.2,6.1,8.1,33.5,6.9,20.2,2.7,0.18,Bottom Water,0.9,5.8,8.2,34.0,9.3,20.1,6.9,0.06,22.2622,114.2661833,21,-0.09999999999999787
EM2,Eastern Buffer,2003-05-26,6.4,6.4,8.2,31.8,5.4,27.4,1.6,0.14,Bottom Water,1.4,5.3,8.2,33.7,6.9,25.7,3.4,0.07,22.2622,114.2661833,21,-1.6999999999999993
EM2,Eastern Buffer,2003-06-25,6.1,5.7,8.1,22.9,2.6,27.5,2.0,0.75,Bottom Water,0.6,3.0,7.9,34.8,5.0,23.6,3.3,0.13,22.2622,114.2661833,21,-3.8999999999999986
EM2,Eastern Buffer,2003-07-04,31.0,7.0,8.4,30.8,4.8,25.3,5.1,0.04,Bottom Water,0.4,3.8,8.1,35.1,7.8,22.1,5.4,0.09,22.2622,114.2661833,21,-3.1999999999999993
EM2,Eastern Buffer,2003-08-04,7.3,6.8,8.3,33.4,3.6,26.9,4.0,0.12,Bottom Water,0.4,4.1,8.1,34.8,6.4,24.6,8.5,0.07,22.2622,114.2661833,21,-2.299999999999997
EM2,Eastern Buffer,2003-09-04,0.6,4.9,8.1,32.0,7.0,26.9,1.5,0.23,Bottom Water,0.6,6.1,8.1,33.0,6.9,26.9,1.2,0.11,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,2003-10-20,3.4,5.2,8.2,32.6,9.3,26.7,3.7,0.23,Bottom Water,0.9,5.4,8.2,32.9,10.5,26.4,6.2,0.13,22.2622,114.2661833,21,-0.3000000000000007
EM2,Eastern Buffer,2003-11-14,2.2,5.4,8.2,33.0,8.6,24.4,4.2,0.07,Bottom Water,1.7,6.1,8.2,33.1,10.6,24.5,7.8,0.06,22.2622,114.2661833,21,0.10000000000000142
EM2,Eastern Buffer,2003-12-03,1.6,5.4,8.2,33.5,8.2,22.0,2.8,0.13,Bottom Water,1.1,6.2,8.2,33.7,9.9,21.9,4.7,0.11,22.2622,114.2661833,21,-0.10000000000000142
EM2,Eastern Buffer,2004-01-09,4.9,7.7,8.3,33.4,6.9,18.2,1.6,0.04,Bottom Water,5.0,8.2,8.3,33.3,7.0,18.0,1.6,0.04,22.2622,114.2661833,21,-0.1999999999999993
EM2,Eastern Buffer,2004-02-16,2.4,7.3,8.2,34.1,4.9,17.9,1.3,0.04,Bottom Water,1.8,7.3,8.2,34.0,5.9,17.1,1.2,0.05,22.2622,114.2661833,21,-0.7999999999999972
EM2,Eastern Buffer,2004-03-12,0.6,7.5,8.1,33.9,3.2,19.7,2.2,0.2,Bottom Water,0.6,7.5,8.2,34.2,7.2,19.4,64.0,0.07,22.2622,114.2661833,21,-0.3000000000000007
EM2,Eastern Buffer,2004-04-01,0.6,6.1,8.2,33.9,7.3,19.0,2.0,0.11,Bottom Water,0.8,6.7,8.2,34.0,9.2,18.9,7.4,0.06,22.2622,114.2661833,21,-0.10000000000000142
EM2,Eastern Buffer,2004-05-06,2.6,7.3,8.1,33.8,9.0,24.2,3.8,0.12,Bottom Water,2.3,6.2,8.2,33.9,9.3,24.0,5.8,0.08,22.2622,114.2661833,21,-0.1999999999999993
EM2,Eastern Buffer,2004-06-18,1.4,5.0,8.1,33.2,7.8,28.4,1.6,0.18,Bottom Water,0.7,5.6,8.1,34.1,13.5,27.8,4.1,0.06,22.2622,114.2661833,21,-0.5999999999999979
EM2,Eastern Buffer,2004-07-09,4.0,4.8,8.0,30.6,7.3,26.2,1.4,0.38,Bottom Water,1.1,5.2,8.0,34.3,9.7,22.4,3.8,0.06,22.2622,114.2661833,21,-3.8000000000000007
EM2,Eastern Buffer,2004-08-20,4.3,5.5,8.1,32.0,7.1,27.8,0.9,0.06,Bottom Water,0.8,5.6,7.9,34.9,10.8,22.8,4.8,0.09,22.2622,114.2661833,21,-5.0
EM2,Eastern Buffer,2004-09-06,14.0,5.7,8.3,31.9,8.5,27.9,4.3,0.18,Bottom Water,1.0,5.4,7.9,34.3,10.0,23.4,7.5,0.08,22.2622,114.2661833,21,-4.5
EM2,Eastern Buffer,2004-10-04,1.9,4.9,8.2,32.6,7.7,27.6,6.3,0.12,Bottom Water,1.6,5.0,8.3,32.8,18.1,27.4,19.0,0.07,22.2622,114.2661833,21,-0.20000000000000284
EM2,Eastern Buffer,2004-11-01,2.9,5.7,8.1,32.7,8.2,25.4,1.6,0.18,Bottom Water,1.8,5.7,8.1,32.9,8.5,25.0,2.6,0.1,22.2622,114.2661833,21,-0.3999999999999986
EM2,Eastern Buffer,2004-12-01,1.7,6.0,8.1,33.2,12.0,22.5,6.8,0.13,Bottom Water,1.2,5.9,8.2,33.3,26.6,22.4,18.0,0.1,22.2622,114.2661833,21,-0.10000000000000142
EM2,Eastern Buffer,2005-01-05,1.6,6.2,8.2,33.1,9.3,17.9,3.7,0.1,Bottom Water,1.4,6.7,8.2,33.1,9.6,17.9,4.2,0.11,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,2005-02-02,0.5,7.3,8.0,32.4,6.7,16.1,0.6,0.15,Bottom Water,0.6,6.9,8.0,32.4,6.9,16.1,0.6,0.16,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,2005-03-02,0.8,7.2,8.3,32.4,8.6,15.7,2.8,0.14,Bottom Water,0.6,7.1,8.3,32.8,8.8,15.7,3.1,0.13,22.2622,114.2661833,21,0.0
EM2,Eastern Buffer,2005-04-06,0.8,6.3,8.3,33.6,5.3,18.9,1.6,0.09,Bottom Water,0.6,6.8,8.3,34.0,6.8,19.2,5.0,0.04,22.2622,114.2661833,21,0.3000000000000007
EM2,Eastern Buffer,2005-05-04,2.9,5.0,8.2,32.7,4.5,24.5,1.5,0.29,Bottom Water,1.6,5.5,8.2,34.4,5.9,22.5,2.3,0.05,22.2622,114.2661833,21,-2.0
EM2,Eastern Buffer,2005-06-01,2.2,5.5,8.3,31.3,12.7,26.8,2.6,0.2,Bottom Water,0.7,5.6,8.3,32.4,12.7,26.5,2.6,0.07,22.2622,114.2661833,21,-0.3000000000000007
